reporting_unit,reporting_unit_type,state,peer_group,financial_year,year,triage_category,number_of_presentations,number_of_presentations_flag,pct_seen_on_time,pct_seen_on_time_flag,peer_group_avg_pct,peer_group_avg_pct_flag
Albany Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Non-Urgent,610.0,reported,0.94,reported,0.93,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Non-Urgent,623.0,reported,0.94,reported,0.93,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Non-Urgent,680.0,reported,0.96,reported,0.92,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Non-Urgent,661.0,reported,0.94,reported,0.91,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Non-Urgent,723.0,reported,0.92,reported,0.89,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Resuscitation,75.0,reported,0.97,reported,0.99,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Resuscitation,62.0,reported,1.0,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Resuscitation,66.0,reported,1.0,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Resuscitation,61.0,reported,1.0,reported,0.99,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Resuscitation,86.0,reported,1.0,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Resuscitation,154.0,reported,1.0,reported,0.99,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Resuscitation,215.0,reported,1.0,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Resuscitation,210.0,reported,1.0,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Resuscitation,137.0,reported,1.0,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Resuscitation,232.0,reported,0.99,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Resuscitation,265.0,reported,1.0,reported,0.99,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Resuscitation,280.0,reported,1.0,reported,0.99,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Resuscitation,231.0,reported,0.99,reported,0.99,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Resuscitation,287.0,reported,0.99,reported,1.0,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Semi-Urgent,10651.0,reported,0.82,reported,0.78,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Semi-Urgent,11212.0,reported,0.93,reported,0.82,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Semi-Urgent,10869.0,reported,0.89,reported,0.8,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Semi-Urgent,11111.0,reported,0.7,reported,0.81,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Semi-Urgent,11173.0,reported,0.64,reported,0.8,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Semi-Urgent,11002.0,reported,0.76,reported,0.79,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Semi-Urgent,11309.0,reported,0.79,reported,0.78,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Semi-Urgent,10510.0,reported,0.8,reported,0.77,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Semi-Urgent,10909.0,reported,0.82,reported,0.77,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Semi-Urgent,14017.0,reported,0.76,reported,0.75,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Semi-Urgent,13122.0,reported,0.8,reported,0.73,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Semi-Urgent,12790.0,reported,0.77,reported,0.75,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Semi-Urgent,13994.0,reported,0.74,reported,0.73,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Semi-Urgent,14034.0,reported,0.67,reported,0.69,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Urgent,8431.0,reported,0.82,reported,0.78,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Urgent,8265.0,reported,0.93,reported,0.81,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Urgent,8468.0,reported,0.83,reported,0.8,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Urgent,8845.0,reported,0.62,reported,0.79,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Urgent,8401.0,reported,0.61,reported,0.77,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Urgent,8796.0,reported,0.78,reported,0.77,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Urgent,9757.0,reported,0.76,reported,0.75,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Urgent,11178.0,reported,0.71,reported,0.74,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Urgent,10949.0,reported,0.72,reported,0.72,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Urgent,11741.0,reported,0.64,reported,0.69,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Urgent,12073.0,reported,0.66,reported,0.66,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Urgent,12765.0,reported,0.62,reported,0.67,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Urgent,12962.0,reported,0.6,reported,0.67,reported
Albany Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Urgent,13286.0,reported,0.55,reported,0.64,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,Emergency,6722.0,reported,0.85,reported,0.81,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,Emergency,7742.0,reported,0.86,reported,0.84,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,Emergency,7984.0,reported,0.9,reported,0.84,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,Emergency,8165.0,reported,0.9,reported,0.8,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,Emergency,8494.0,reported,0.88,reported,0.77,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,Emergency,8703.0,reported,0.87,reported,0.76,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,Emergency,8936.0,reported,0.85,reported,0.77,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,Emergency,9584.0,reported,0.83,reported,0.76,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,Emergency,8608.0,reported,0.87,reported,0.77,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,Emergency,9113.0,reported,0.81,reported,0.72,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,Emergency,10253.0,reported,0.82,reported,0.65,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,Emergency,10722.0,reported,0.75,reported,0.63,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,Emergency,11279.0,reported,0.74,reported,0.64,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,Emergency,11931.0,reported,0.72,reported,0.66,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,Non-Urgent,2597.0,reported,0.85,reported,0.89,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,Non-Urgent,2869.0,reported,0.79,reported,0.9,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,Non-Urgent,3481.0,reported,0.85,reported,0.92,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,Non-Urgent,3247.0,reported,0.87,reported,0.92,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,Non-Urgent,2601.0,reported,0.87,reported,0.92,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,Non-Urgent,2212.0,reported,0.87,reported,0.92,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,Non-Urgent,1648.0,reported,0.92,reported,0.92,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,Non-Urgent,1251.0,reported,0.92,reported,0.91,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,Non-Urgent,1324.0,reported,0.94,reported,0.94,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,Non-Urgent,1444.0,reported,0.9,reported,0.93,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,Non-Urgent,1408.0,reported,0.89,reported,0.92,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,Non-Urgent,1456.0,reported,0.81,reported,0.83,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,Non-Urgent,1445.0,reported,0.8,reported,0.85,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,Non-Urgent,1087.0,reported,0.72,reported,0.84,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,Resuscitation,254.0,reported,0.97,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,Resuscitation,307.0,reported,0.99,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,Resuscitation,282.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,Resuscitation,316.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,Resuscitation,310.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,Resuscitation,273.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,Resuscitation,328.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,Resuscitation,308.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,Resuscitation,272.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,Resuscitation,272.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,Resuscitation,315.0,reported,0.99,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,Resuscitation,379.0,reported,0.98,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,Resuscitation,387.0,reported,0.94,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,Resuscitation,435.0,reported,1.0,reported,1.0,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,Semi-Urgent,26519.0,reported,0.54,reported,0.66,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,Semi-Urgent,25121.0,reported,0.43,reported,0.68,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,Semi-Urgent,23758.0,reported,0.56,reported,0.72,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,Semi-Urgent,24121.0,reported,0.62,reported,0.72,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,Semi-Urgent,22966.0,reported,0.64,reported,0.73,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,Semi-Urgent,22280.0,reported,0.61,reported,0.73,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,Semi-Urgent,22985.0,reported,0.64,reported,0.72,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,Semi-Urgent,23943.0,reported,0.63,reported,0.71,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,Semi-Urgent,24137.0,reported,0.72,reported,0.74,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,Semi-Urgent,26147.0,reported,0.61,reported,0.68,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,Semi-Urgent,26315.0,reported,0.52,reported,0.62,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,Semi-Urgent,24778.0,reported,0.43,reported,0.61,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,Semi-Urgent,25412.0,reported,0.41,reported,0.64,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,Semi-Urgent,25719.0,reported,0.34,reported,0.64,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2011-12,2011,Urgent,20892.0,reported,0.42,reported,0.62,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2012-13,2012,Urgent,22220.0,reported,0.31,reported,0.63,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2013-14,2013,Urgent,22513.0,reported,0.41,reported,0.65,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2014-15,2014,Urgent,22527.0,reported,0.51,reported,0.63,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2015-16,2015,Urgent,22216.0,reported,0.52,reported,0.63,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2016-17,2016,Urgent,22085.0,reported,0.44,reported,0.61,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2017-18,2017,Urgent,22307.0,reported,0.42,reported,0.6,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2018-19,2018,Urgent,23751.0,reported,0.39,reported,0.59,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2019-20,2019,Urgent,23761.0,reported,0.52,reported,0.64,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2020-21,2020,Urgent,24307.0,reported,0.4,reported,0.59,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2021-22,2021,Urgent,25072.0,reported,0.23,reported,0.51,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2022-23,2022,Urgent,26614.0,reported,0.16,reported,0.52,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2023-24,2023,Urgent,26952.0,reported,0.18,reported,0.55,reported
Armadale-Kelmscott Memorial Hospital,Hospital,WA,Large metropolitan hospitals,2024-25,2024,Urgent,27066.0,reported,0.14,reported,0.56,reported
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,Emergency,1531.0,reported,0.98,reported,0.81,reported
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,Emergency,1429.0,reported,0.98,reported,0.88,reported
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,Emergency,1063.0,reported,0.98,reported,0.85,reported
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,Emergency,1151.0,reported,0.96,reported,0.86,reported
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,Emergency,1095.0,reported,0.95,reported,0.86,reported
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,Emergency,1169.0,reported,0.95,reported,0.86,reported
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,Emergency,1303.0,reported,0.94,reported,0.85,reported
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,Emergency,1228.0,reported,0.94,reported,0.83,reported
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,Emergency,1182.0,reported,0.85,reported,0.83,reported
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,Emergency,1566.0,reported,0.84,reported,0.82,reported
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,Emergency,1923.0,reported,0.91,reported,0.78,reported
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,Emergency,2405.0,reported,0.9,reported,0.76,reported
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,Emergency,2760.0,reported,0.9,reported,0.75,reported
Broome Hospital,Hospital,WA,Small hospitals,2024-25,2024,Emergency,2912.0,reported,0.96,reported,0.73,reported
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,Non-Urgent,3272.0,reported,0.92,reported,0.94,reported
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,Non-Urgent,4080.0,reported,0.95,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,Non-Urgent,4363.0,reported,0.96,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,Non-Urgent,3000.0,reported,0.94,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,Non-Urgent,3161.0,reported,0.95,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,Non-Urgent,3114.0,reported,0.94,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,Non-Urgent,3814.0,reported,0.87,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,Non-Urgent,4877.0,reported,0.92,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,Non-Urgent,6001.0,reported,0.88,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,Non-Urgent,5197.0,reported,0.81,reported,0.94,reported
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,Non-Urgent,4411.0,reported,0.81,reported,0.94,reported
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,Non-Urgent,4709.0,reported,0.85,reported,0.93,reported
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,Non-Urgent,3288.0,reported,0.75,reported,0.92,reported
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,Resuscitation,96.0,reported,0.99,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,Resuscitation,61.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,Resuscitation,65.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,Resuscitation,62.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,Resuscitation,61.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,Resuscitation,44.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,Resuscitation,66.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,Resuscitation,62.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,Resuscitation,42.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,Resuscitation,89.0,reported,1.0,reported,1.0,reported
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,Resuscitation,110.0,reported,0.99,reported,0.99,reported
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,Resuscitation,119.0,reported,0.98,reported,0.98,reported
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,Resuscitation,145.0,reported,1.0,reported,0.95,reported
Broome Hospital,Hospital,WA,Small hospitals,2024-25,2024,Resuscitation,167.0,reported,1.0,reported,0.99,reported
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,Semi-Urgent,8331.0,reported,0.78,reported,0.81,reported
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,Semi-Urgent,9177.0,reported,0.82,reported,0.83,reported
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,Semi-Urgent,10114.0,reported,0.85,reported,0.83,reported
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,Semi-Urgent,10543.0,reported,0.82,reported,0.85,reported
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,Semi-Urgent,11430.0,reported,0.79,reported,0.85,reported
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,Semi-Urgent,12340.0,reported,0.76,reported,0.85,reported
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,Semi-Urgent,11331.0,reported,0.64,reported,0.84,reported
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,Semi-Urgent,10725.0,reported,0.74,reported,0.83,reported
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,Semi-Urgent,9865.0,reported,0.71,reported,0.84,reported
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,Semi-Urgent,10844.0,reported,0.59,reported,0.81,reported
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,Semi-Urgent,11067.0,reported,0.58,reported,0.81,reported
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,Semi-Urgent,11119.0,reported,0.66,reported,0.8,reported
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,Semi-Urgent,10782.0,reported,0.52,reported,0.78,reported
Broome Hospital,Hospital,WA,Small hospitals,2024-25,2024,Semi-Urgent,9812.0,reported,0.55,reported,0.77,reported
Broome Hospital,Hospital,WA,Small hospitals,2011-12,2011,Urgent,6343.0,reported,0.84,reported,0.8,reported
Broome Hospital,Hospital,WA,Small hospitals,2012-13,2012,Urgent,5547.0,reported,0.84,reported,0.84,reported
Broome Hospital,Hospital,WA,Small hospitals,2013-14,2013,Urgent,4942.0,reported,0.88,reported,0.82,reported
Broome Hospital,Hospital,WA,Small hospitals,2014-15,2014,Urgent,5113.0,reported,0.87,reported,0.84,reported
Broome Hospital,Hospital,WA,Small hospitals,2015-16,2015,Urgent,4692.0,reported,0.89,reported,0.84,reported
Broome Hospital,Hospital,WA,Small hospitals,2016-17,2016,Urgent,4860.0,reported,0.87,reported,0.85,reported
Broome Hospital,Hospital,WA,Small hospitals,2017-18,2017,Urgent,5210.0,reported,0.81,reported,0.83,reported
Broome Hospital,Hospital,WA,Small hospitals,2018-19,2018,Urgent,5015.0,reported,0.84,reported,0.81,reported
Broome Hospital,Hospital,WA,Small hospitals,2019-20,2019,Urgent,4223.0,reported,0.83,reported,0.82,reported
Broome Hospital,Hospital,WA,Small hospitals,2020-21,2020,Urgent,4412.0,reported,0.8,reported,0.8,reported
Broome Hospital,Hospital,WA,Small hospitals,2021-22,2021,Urgent,4741.0,reported,0.75,reported,0.78,reported
Broome Hospital,Hospital,WA,Small hospitals,2022-23,2022,Urgent,5731.0,reported,0.73,reported,0.78,reported
Broome Hospital,Hospital,WA,Small hospitals,2023-24,2023,Urgent,6281.0,reported,0.61,reported,0.75,reported
Broome Hospital,Hospital,WA,Small hospitals,2024-25,2024,Urgent,6623.0,reported,0.57,reported,0.71,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Emergency,2969.0,reported,0.83,reported,0.83,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Emergency,3469.0,reported,0.94,reported,0.87,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Emergency,3633.0,reported,0.95,reported,0.85,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Emergency,3967.0,reported,0.96,reported,0.86,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Emergency,4066.0,reported,0.96,reported,0.83,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Emergency,4484.0,reported,0.97,reported,0.84,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Emergency,5014.0,reported,0.96,reported,0.84,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Emergency,5467.0,reported,0.93,reported,0.82,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Emergency,5544.0,reported,0.91,reported,0.81,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2020-21,2020,Emergency,5950.0,reported,0.89,reported,0.78,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2021-22,2021,Emergency,5925.0,reported,0.84,reported,0.73,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2022-23,2022,Emergency,5851.0,reported,0.81,reported,0.74,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2023-24,2023,Emergency,6550.0,reported,0.83,reported,0.77,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2024-25,2024,Emergency,6660.0,reported,0.83,reported,0.76,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2011-12,2011,Non-Urgent,2902.0,reported,0.94,reported,0.92,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2012-13,2012,Non-Urgent,2803.0,reported,0.94,reported,0.94,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2013-14,2013,Non-Urgent,2799.0,reported,0.94,reported,0.94,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2014-15,2014,Non-Urgent,2937.0,reported,0.94,reported,0.95,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2015-16,2015,Non-Urgent,3485.0,reported,0.94,reported,0.95,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2016-17,2016,Non-Urgent,3183.0,reported,0.92,reported,0.95,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2017-18,2017,Non-Urgent,3010.0,reported,0.92,reported,0.94,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2018-19,2018,Non-Urgent,2999.0,reported,0.92,reported,0.94,reported
Bunbury Hospital,Hospital,WA,Medium regional hospitals,2019-20,2019,Non-Urgent,2406.0,reported,0.95,reported,0.94,reported
